Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play with stopwords,Closest distance with stopwords,All agree,Stopwords agree,Same author Manual or Spacy,Same author Manual,Same author with stopwords
carmontelle-cafe-borgne,gueullette-caracataca,0.0457,archambault-on-fait-ce-qu-on-peut,0.0627,archambault-on-fait-ce-qu-on-peut,0.0068,FALSE,FALSE,FALSE,FALSE,FALSE
bayart-romieu-moliere-au-theatre,andrieux-moliere-et-ses-amis,0.0082,anseaume-tableau-parlant,0.0147,clairville-siraudin-moreau-la-societe-du-doigt-dans-l-oeil,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
boursault-deux-freres-gemeaux,corneillet-comtesse-orgueil,0.0093,voltaire-droit-du-seigneur,0.0152,palaprat-le-muet,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
donneau-de-vise-embarras-de-godard,donneau-de-vise-gentil-homme-guepin,0.0144,legrand-famille-extravagante,0.0165,donneau-de-vise-intrigues-de-la-loterie,0.0069,FALSE,FALSE,TRUE,FALSE,TRUE
donneau-de-vise-gentil-homme-guepin,chevalier-amours-de-calotin,0.0099,boursault-deux-freres-gemeaux,0.0184,dufresny-negligent,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
musset-andre-del-sarto,aicard-smilis,0.0149,gautiert-la-juive-de-constantine,0.0189,gautiert-la-juive-de-constantine,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
gautiert-la-juive-de-constantine,ozicourt-romeo-juliette,0.0177,musset-andre-del-sarto,0.0189,musset-andre-del-sarto,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
palaprat-les-sifflets,pesselier-esope-au-parnasse,0.0099,la-harpe-moliere,0.0192,pesselier-esope-au-parnasse,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
duvert-huron,vigny-quitte-pour-la-peur,0.0135,beaumarchais-barbier-de-seville,0.0198,feydeau-gibier-de-potence,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
goulard-agis,barre-despres-piis-resnier-l-opera-de-province,0.0216,barre-despres-piis-resnier-l-opera-de-province,0.0214,donneau-de-vise-intrigues-de-la-loterie,0.0069,FALSE,TRUE,FALSE,FALSE,FALSE
hoffman-phedre,marmontel-hercule-mourant,0.007,lemierre-idomenee,0.0216,la-motte-scanderberg,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
panard-le-magasin-des-modernes,fagan-sylphe-suppose,0.0125,boissy-frivolite,0.0244,fagan-sylphe-suppose,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
fagan-sylphe-suppose,panard-le-magasin-des-modernes,0.0125,fagan-momus-a-paris,0.0272,panard-le-magasin-des-modernes,0.0069,FALSE,FALSE,FALSE,TRUE,FALSE
diderot-pere-de-famille,beaunoir-libellistes,0.0168,voltaire-originaux,0.0276,genlis-mere-rivale,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
durant-tel-maitre-tel-valet,dufresny-negligent,0.0136,turnebe-contents,0.0325,marivaux-prince-travesti,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
garniert-bon-papa,nougaret-il-n-y-a-plus-d-enfants,0.0235,palaprat-le-muet,0.0389,dancourt-maison-de-campagne,0.0069,FALSE,FALSE,FALSE,FALSE,FALSE
lantier-impatient,regnard-distrait,0.0098,regnard-distrait,0.0129,racine-plaideurs,0.007,FALSE,TRUE,FALSE,FALSE,FALSE
verconsin-adelaide-et-vermouth,regnard-coquette,0.0167,about-risette,0.0163,bernardt-la-petite-femme-de-loth,0.007,FALSE,FALSE,FALSE,FALSE,FALSE
piis-cassandre-astrologue,barre-despres-piis-resnier-l-opera-de-province,0.0137,barre-despres-piis-resnier-l-opera-de-province,0.0195,regnard-bal,0.007,FALSE,TRUE,FALSE,FALSE,FALSE
allainval-hiver,boissy-je-ne-sais-quoi,0.0133,barre-despres-piis-resnier-l-opera-de-province,0.0236,lebeau-de-schosne-assemblee,0.007,FALSE,FALSE,FALSE,FALSE,FALSE
coupigny-barre-piis-desfontaines-hommage-racine,barante-arlequin-misanthrope,0.022,la-harpe-moliere,0.0239,dorat-les-proneurs,0.007,FALSE,FALSE,FALSE,FALSE,FALSE
sacy-bavard,sacy-sympathie,0.0139,palissot-barbier-de-bagdad,0.0258,sacy-contentement,0.007,FALSE,FALSE,TRUE,FALSE,TRUE
moliere-jalousie-du-barbouille,moliere-medecin-malgre-lui,0.016,boissy-francais-a-londres,0.0277,dufresny-noce-interrompue,0.007,FALSE,FALSE,TRUE,FALSE,FALSE
pain-appartement-a-louer,audiffret-comedie-au-chateau,0.0244,barre-radet-desfontaines-marige-de-scarron,0.0349,piis-cassandre-astrologue,0.007,FALSE,FALSE,FALSE,FALSE,FALSE
sacy-nouvellistes,sacy-bois-rose,0.0238,dancourt-prix-arquebuse,0.0404,dancourt-deroute-pharaon,0.007,FALSE,FALSE,TRUE,FALSE,FALSE
chevalier-galants-ridicules,anseaume-tableau-parlant,0.0101,chevalier-amours-de-calotin,0.0145,scarron-ecolier-de-salamanque,0.0071,FALSE,FALSE,FALSE,TRUE,FALSE
baculard-coligni,gudin-lothaire,0.0068,carrion-nizas-pierre-le-grand,0.015,nadal-antiochus,0.0071,FALSE,FALSE,FALSE,FALSE,FALSE
doigny-du-ponceau-antigone,legouve-polixene,0.0087,voltaire-semiramis,0.0157,marmontel-hercule-mourant,0.0071,FALSE,FALSE,FALSE,FALSE,FALSE
dorimond-ecole-des-cocus,dorimond-femme-industrieuse,0.0087,dorimond-femme-industrieuse,0.0159,dorimond-amours-de-trapolin,0.0071,FALSE,TRUE,TRUE,TRUE,TRUE
marmontel-hercule-mourant,hoffman-phedre,0.007,racine-esther,0.0191,doigny-du-ponceau-antigone,0.0071,FALSE,FALSE,FALSE,FALSE,FALSE
berquin-la-petite-glaneuse,berquin-le-conge,0.0141,garniert-brunon,0.0218,musset-badine,0.0071,FALSE,FALSE,TRUE,FALSE,FALSE
becque-les-honnetes-femmes,becque-corbeaux,0.0147,renard-plaisir-de-rompre,0.0229,renard-le-pain-du-menage,0.0071,FALSE,FALSE,TRUE,FALSE,FALSE
dufresny-coquette-du-village,deville-pierre-bagnolet-et-claude-bagnolet-son-fils,0.0205,dufresny-mariage-fait-et-rompu,0.0246,quinault-mere-coquette,0.0071,FALSE,FALSE,FALSE,TRUE,FALSE
favart-parmentier-hipolyte-aricie,fuzelier-enfer-galant,0.0182,piis-cassandre-astrologue,0.025,vade-poirier,0.0071,FALSE,FALSE,FALSE,FALSE,FALSE
cailleau-tragedies-voltaire,quinault-coups-de-l-amour,0.0127,gouges-moliere-ninon,0.0256,france-la-comedie-de-celui-qui-epousa-une-femme-muette,0.0071,FALSE,FALSE,FALSE,FALSE,FALSE
pompigny-noeud-d-amour,marivaux-heureux-stratageme,0.0199,du-pont-de-veyle-somnanbule,0.0308,favart-la-fille-mal-gardee,0.0071,FALSE,FALSE,FALSE,FALSE,FALSE
stael-signora-fantastici,saurin-mariage-de-julie,0.0124,desmares-merlin-dragon,0.0335,patrat-heureuse-erreur,0.0071,FALSE,FALSE,FALSE,FALSE,FALSE
sedaine-manteau-ecarlate,donneau-de-vise-corneille-devineresse,0.0093,diderot-est-il-bon-est-il-mechant,0.0343,rougemont-discours-de-rentree,0.0071,FALSE,FALSE,FALSE,FALSE,FALSE
euripide-cyclope,champrepus-ulysse,0.0213,aristophane-guepes,0.0351,euripide-helene,0.0071,FALSE,FALSE,FALSE,FALSE,TRUE
pascal-endymion,beys-celine,0.0072,du-ryer-clitophon,0.0103,gillet-art-de-regner,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE
moncrif-abderites,pesselier-esope-au-parnasse,0.0094,pradel-trait-de-moliere,0.0146,allainval-hiver,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE
hervilly-docteur-sans-pareil,vierne-moliere-enfant,0.0139,hervilly-pere-et-fils,0.0159,rostand-cyrano,0.0072,FALSE,FALSE,FALSE,TRUE,FALSE
aristophane-guepes,piron-arlequin-decalion,0.0103,cyrano-pedant-joue,0.0215,giraudoux-amphitryon-38,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE
bernardt-le-seul-bandit-de-village,siraudin-delacour-choler-apres-le-bal,0.0128,labiche-leroy-brulons-voltaire,0.0232,bernardt-etrangleuse,0.0072,FALSE,FALSE,FALSE,FALSE,TRUE
andrieux-la-comedienne,dancourt-enfants-de-paris,0.009,pg-fausse-invite,0.0265,andrieux-le-reve-du-mari,0.0072,FALSE,FALSE,FALSE,FALSE,TRUE
leclercq-folle,brueys-palaprat-le-concert-ridicule,0.0148,diderot-piece-prologue,0.0292,marivaux-reunion-des-amours,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE
bernardt-pieds-nickeles,dancourt-agioteurs,0.0223,bernardt-plaisirs-du-dimanche,0.0302,bernardt-operation-magistrale,0.0072,FALSE,FALSE,FALSE,TRUE,TRUE
moissy-quiproquo,palaprat-le-muet,0.0233,dancourt-curieux,0.0359,caylus-bordel,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE
vallee-fidele-esclave,mairet-athenais,0.0097,dancourt-cephale-procris,0.0362,mairet-athenais,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE
renard-huit-jours-a-la-campagne,dancourt-moulin-de-javelle,0.0428,bergeret-l-album,0.0362,lesage-crispin-rival-de-son-maitre,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE
bernardt-etrangleuse,zola-therese-raquin,0.0214,giraudoux-ondine,0.0369,bernardt-le-seul-bandit-de-village,0.0072,FALSE,FALSE,FALSE,FALSE,TRUE
bernardt-operation-magistrale,bernardt-pieds-nickeles,0.0257,labiche-legouve-cigale-chez-les-fourmis,0.0379,bernardt-pieds-nickeles,0.0072,FALSE,FALSE,TRUE,FALSE,TRUE
audiffret-albert-durer,laboullaye-cormon-corneille-rotrou,0.0198,gouges-cherubin,0.0381,gouges-moliere-ninon,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE
moissy-moineaux,moissy-goute,0.0206,palaprat-le-muet,0.0402,moissy-duel,0.0072,FALSE,FALSE,TRUE,FALSE,TRUE
moissy-duel,marivaux-fausse-suivante,0.014,garniert-bourse,0.0403,moissy-moineaux,0.0072,FALSE,FALSE,FALSE,FALSE,TRUE
bernardt-pretendant,becque-corbeaux,0.0178,labiche-legouve-cigale-chez-les-fourmis,0.0212,dancourt-galant-jardinier,0.0073,FALSE,FALSE,FALSE,FALSE,FALSE
framery-la-colonie,marmontel-huron,0.0179,sewrin-la-sorciere,0.0213,saint-priest-pot-au-noir-pot-aux-roses,0.0073,FALSE,FALSE,FALSE,FALSE,FALSE
saint-priest-pot-au-noir-pot-aux-roses,anseaume-tableau-parlant,0.0255,barbier-faucon,0.022,framery-la-colonie,0.0073,FALSE,FALSE,FALSE,FALSE,FALSE
gueullette-chapeau-de-fortunatus,gueullette-parade-1,0.0196,gueullette-caracataca,0.0286,champmesle-fragments-de-moliere,0.0073,FALSE,FALSE,TRUE,TRUE,FALSE
anonyme-prix-d-un-moment,gouges-moliere-ninon,0.0182,genest-joseph,0.029,schelandre-tyr-sidon-i,0.0073,FALSE,FALSE,FALSE,FALSE,FALSE
anonyme-serail-de-de-lys,piron-nouvelle-messaline,0.037,verdie-la-mort-de-guillaumet,0.0342,verdie-la-mort-de-guillaumet,0.0073,FALSE,FALSE,FALSE,FALSE,FALSE
sacy-morts-vivants,biancollelli-oedipe-travesti,0.0204,busnach-chateau-yquem,0.0399,quinault-mere-coquette,0.0073,FALSE,FALSE,FALSE,FALSE,FALSE
fournier-racine-a-uzes,delavigne-comediens,0.0106,delavigne-comediens,0.0148,goulard-agis,0.0074,FALSE,TRUE,FALSE,FALSE,FALSE
chauvin-commencement-de-la-fin,barre-radet-desfontaines-colombine-mannequin,0.0179,siraudin-delacour-choler-apres-le-bal,0.0169,legouve-autour-d-un-berceau,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
banville-le-beau-leandre,hervilly-moliere-en-prison,0.0133,grandval-temperament,0.0177,gensoul-rougemont-arlequin-a-alger,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
borde-gentilhomme-campagnard,sand-moliere,0.0136,musset-il-faut-qu-une-porte-soit-ouverte-ou-fermee,0.0194,scribe-jeune-docteur,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
legouve-autour-d-un-berceau,supersac-la-porte-est-close,0.0216,barre-radet-desfontaines-colombine-mannequin,0.02,chauvin-commencement-de-la-fin,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
fuzelier-enfer-galant,favart-parmentier-hipolyte-aricie,0.0182,piis-cassandre-astrologue,0.0226,beaumarchais-barbier-de-seville,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
moissy-petite-verole,durant-on-ne-connait-pas-le-vin,0.0105,durant-pour-un-plaisir-mille-douleurs,0.0246,turnebe-contents,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
pifteau-moliere-en-voyage,fournier-racine-a-uzes,0.0148,nericault-glorieux,0.026,lambert-collaboration,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
hugues-la-maison-des-dimanches,hugues-cendrillon,0.0178,musset-la-coupe-et-les-levres,0.026,hugo-ruy-blas,0.0074,FALSE,FALSE,TRUE,FALSE,FALSE
bernardt-le-radeau-de-la-meduse,renard-la-demande,0.0231,bernardt-plaisirs-du-dimanche,0.0265,bernardt-pieds-nickeles,0.0074,FALSE,FALSE,FALSE,TRUE,TRUE
giraudoux-cantique-des-cantiques,renard-maitresse,0.0147,becque-domino-a-quatre,0.0336,gouges-cherubin,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
carriere-doisin-cafe-litteraire,palissot-cercle,0.0096,cubieres-palmezeaux-dialogue,0.0424,palissot-critique-tragedie-charles-ix,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
palissot-critique-tragedie-charles-ix,la-croix-guerre-comique,0.0233,anonyme-club-des-dames,0.0495,carriere-doisin-cafe-litteraire,0.0074,FALSE,FALSE,FALSE,FALSE,FALSE
vierne-moliere-enfant,hervilly-docteur-sans-pareil,0.0139,hervilly-docteur-sans-pareil,0.0174,adenis-diogene-et-scapin,0.0075,FALSE,TRUE,FALSE,FALSE,FALSE
adenis-diogene-et-scapin,hervilly-moliere-en-prison,0.0229,hervilly-moliere-en-prison,0.0223,vierne-moliere-enfant,0.0075,FALSE,TRUE,FALSE,FALSE,FALSE
anonyme-portier-du-parnasse,la-croix-guerre-comique,0.0149,giraudoux-impromptu-de-paris,0.025,brecourt-ombre-de-moliere,0.0075,FALSE,FALSE,FALSE,FALSE,FALSE
dumaniant-dragon-de-thionville,armand-cri-nature,0.0147,dufresny-chevalier-joueur,0.0282,dufresny-chevalier-joueur,0.0075,FALSE,FALSE,FALSE,FALSE,FALSE
sacy-modestie,la-croix-guerre-comique,0.0224,le-noble-entretien-scarron-moliere,0.0427,voltaire-socrate,0.0075,FALSE,FALSE,FALSE,FALSE,FALSE
beissier-la-nuit-de-noel,zola-therese-raquin,0.0164,carrance-vingt-minutes-d-arret,0.0462,beissier-ma-soeur-claire,0.0075,FALSE,FALSE,FALSE,FALSE,TRUE
bornier-le-monde-renverse,anseaume-tableau-parlant,0.0126,anseaume-tableau-parlant,0.014,andrieux-anaximandre,0.0076,FALSE,TRUE,FALSE,FALSE,FALSE
troterel-gillette,moliere-depit-amoureux,0.0078,jodelle-eugene,0.0156,chevalier-disgrace-des-domestiques,0.0076,FALSE,FALSE,FALSE,FALSE,FALSE
genlis-aveugle-de-spa,genlis-marchande-de-modes,0.0153,genlis-rosiere,0.0156,genlis-marchande-de-modes,0.0076,FALSE,FALSE,TRUE,TRUE,TRUE
puget-de-la-serre-sac-de-carthage,aubignac-pucelle-prose,0.0106,la-calprenede-hermenegilde,0.0166,puget-de-la-serre-pandoste-i,0.0076,FALSE,FALSE,FALSE,FALSE,TRUE
la-fossem-ecole-de-la-raison,moliere-femmes-savantes,0.0085,vade-canadienne,0.0195,corneillet-inconnu,0.0076,FALSE,FALSE,FALSE,FALSE,FALSE
fuzelier-lesage-tableau-du-mariage,dancourt-diable-boiteux-suite,0.018,gueullette-arlequin-pluton,0.0212,dorneval-lesage-amours-de-nanterre,0.0076,FALSE,FALSE,FALSE,FALSE,FALSE
grevin-tresoriere,regnard-legataire,0.0104,troterel-gillette,0.0213,scarron-gardien-de-soi-meme,0.0076,FALSE,FALSE,FALSE,FALSE,FALSE
giraudoux-ondine,musset-fantasio,0.0147,duvert-huron,0.0289,beaumarchais-barbier-de-seville,0.0076,FALSE,FALSE,FALSE,FALSE,FALSE
sacy-impromptu,anonyme-matinee-comedien-francais,0.0199,musset-il-faut-qu-une-porte-soit-ouverte-ou-fermee,0.0361,lesage-turcaret,0.0076,FALSE,FALSE,FALSE,FALSE,FALSE
bizet-boites,bouilly-descartes,0.0213,chapuzeau-geneve-delivree,0.0383,dufresny-depart-des-comediens,0.0076,FALSE,FALSE,FALSE,FALSE,FALSE
hugo-burgraves,vige-wilhem-tell,0.0134,vige-wilhem-tell,0.0182,musset-la-coupe-et-les-levres,0.0077,FALSE,TRUE,FALSE,FALSE,FALSE
musset-la-coupe-et-les-levres,musset-les-nuits,0.0121,musset-les-nuits,0.0184,hugo-burgraves,0.0077,FALSE,TRUE,TRUE,TRUE,FALSE
chabanon-toison-d-or,longepierre-medee,0.0112,la-motte-omphale,0.0197,marmontel-hercule-mourant,0.0077,FALSE,FALSE,FALSE,FALSE,FALSE
montfleury-les-betes-raisonnables,boursault-esope,0.0131,dorat-les-proneurs,0.0209,le-boulanger-chalussay-elomire-hypocondre,0.0077,FALSE,FALSE,FALSE,FALSE,FALSE
chapuzeau-geneve-delivree,montchretien-hector,0.0103,montchretien-hector,0.0212,viau-pasiphae,0.0077,FALSE,TRUE,FALSE,FALSE,FALSE
mongin-promenades-de-paris,barante-arlequin-misanthrope,0.011,corneillet-berger-extravagant,0.0223,barante-arlequin-misanthrope,0.0077,FALSE,FALSE,FALSE,FALSE,FALSE
durant-on-ne-connait-pas-le-vin,moissy-petite-verole,0.0105,durant-voyage-de-campagne,0.0289,garniert-vocation-forcee,0.0077,FALSE,FALSE,FALSE,TRUE,FALSE
gueullette-leandre-hongre,taconet-ecosseuses,0.0483,deville-pierre-bagnolet-et-claude-bagnolet-son-fils,0.0855,moliere-dom-juan,0.0077,FALSE,FALSE,FALSE,FALSE,FALSE
chevreau-coriolan,du-ryer-clitophon,0.0092,campistron-arminiusc,0.0118,campistron-arminiusc,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
renard-la-demande,zola-therese-raquin,0.0186,about-risette,0.0157,masson-le-proces-du-baiser,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
sewrin-la-sorciere,gueullette-arlequin-pluton,0.0183,panard-le-reve,0.0195,biancollelli-foire-galante,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
biancollelli-foire-galante,favart-acajou,0.0201,fagan-isabelle-arlequin,0.0229,sewrin-la-sorciere,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
robinet-panegyrique-ecole-des-femmes,somaize-proces-precieuses,0.0105,scudery-comedie-des-comediens,0.0252,bary-du-duel,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
audiffret-epreuve,depret-le-marquis-ernest,0.0184,bouilly-descartes,0.0256,chauvin-ruses-et-trucs,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
dorneval-lesage-reine-de-barostan,anseaume-cendrillon,0.0211,biancollelli-romagnesi-bonne-femme,0.0257,biancollelli-romagnesi-bonne-femme,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
biancollelli-romagnesi-bonne-femme,dorneval-lesage-reine-de-barostan,0.0227,dorneval-lesage-reine-de-barostan,0.0257,dorneval-lesage-reine-de-barostan,0.0078,TRUE,TRUE,FALSE,FALSE,FALSE
genlis-voyageur,saint-just-petite-maison,0.0162,beaunoir-venus,0.0273,fatouville-arlequin-empereur-dans-la-lune,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
fabie-moliere-montespan,billard-pleureur-malgre-lui,0.0153,hervilly-moliere-en-prison,0.0278,lesguillon-saint-yves-protege-de-moliere,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
bary-du-duel,bary-de-l-exil,0.021,bary-de-l-exil,0.0292,robinet-panegyrique-ecole-des-femmes,0.0078,FALSE,TRUE,TRUE,TRUE,FALSE
giffard-manuscrit,feydeau-amour-et-piano,0.0246,bilhaud-gustave,0.0324,beaumarchais-barbier-de-seville,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
chauvin-ruses-et-trucs,liquier-amour-electrique,0.0264,audiffret-epreuve,0.0404,audiffret-epreuve,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
dumas-don-juan,hugo-hernani,0.0234,hugo-hernani,0.042,pixerecourt-victor,0.0078,FALSE,TRUE,FALSE,FALSE,FALSE
moissy-liaisons-dangereuses,regnard-joueur,0.0206,moissy-revenants,0.0421,florian-bon-pere,0.0078,FALSE,FALSE,FALSE,TRUE,FALSE
roger-auteur-capitation,dancourt-agioteurs,0.0199,dumaniant-dragon-de-thionville,0.059,durant-jours-se-suivent,0.0078,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-suisse-de-porte,carmontelle-faux-empoisonnement,0.0162,carmontelle-la-veste-brodee,0.0169,carmontelle-le-bon-mari,0.0079,FALSE,FALSE,TRUE,TRUE,TRUE
carmontelle-diamant,carmontelle-le-boiteux,0.0195,carmontelle-bal,0.0202,carmontelle-abbe-de-platre,0.0079,FALSE,FALSE,TRUE,TRUE,TRUE
donneau-de-vise-zelinde,donneau-de-vise-vengeance-des-marquis,0.0106,crebillonf-nuit-et-le-moment,0.0247,la-croix-guerre-comique,0.0079,FALSE,FALSE,TRUE,FALSE,FALSE
hervilly-les-revanches-de-l-escalier,labiche-michel-deux-timides,0.0188,verconsin-rideau,0.0265,archambault-on-fait-ce-qu-on-peut,0.0079,FALSE,FALSE,FALSE,FALSE,FALSE
bary-de-l-art-de-se-faire-aimer,perrault-dialogue-de-l-amour-et-de-l-amitie,0.0133,robinet-panegyrique-ecole-des-femmes,0.0271,bary-du-duel,0.0079,FALSE,FALSE,FALSE,FALSE,TRUE
carmontelle-abbe-de-platre,carmontelle-le-sot-heritier,0.0196,carmontelle-diamant,0.0273,carmontelle-diamant,0.0079,FALSE,FALSE,TRUE,TRUE,TRUE
garniert-bourse,dancourt-galant-jardinier,0.0207,voltaire-comte-de-boursoufle,0.0282,voltaire-comte-de-boursoufle,0.0079,FALSE,FALSE,FALSE,FALSE,FALSE
la-croix-guerre-comique,pesselier-esope-au-parnasse,0.0116,giraudoux-impromptu-de-paris,0.029,donneau-de-vise-zelinde,0.0079,FALSE,FALSE,FALSE,FALSE,FALSE
montfleury-le-mariage-de-rien,cubieres-palmezeaux-mort-de-moliere-4a,0.0141,voltaire-droit-du-seigneur,0.0302,boissy-je-ne-sais-quoi,0.0079,FALSE,FALSE,FALSE,FALSE,FALSE
mayeur-eleve-de-la-nature,giraudoux-ondine,0.0175,musset-caprices,0.0396,la-fontaine-florentin,0.0079,FALSE,FALSE,FALSE,FALSE,FALSE
eschyle-agamemnon,eschyle-eumenides,0.0077,eschyle-khoephores,0.0099,eschyle-khoephores,0.008,FALSE,FALSE,TRUE,TRUE,TRUE
anonyme-d-alcippe-et-de-drionice,rayssiguier-palinice,0.0166,anomyme-dialogue-de-la-prude-et-de-la-coquette,0.0229,donneau-de-vise-zelinde,0.008,FALSE,FALSE,FALSE,FALSE,FALSE
colle-ile-sonnante,corneillet-berger-extravagant,0.0163,colle-tanzai-et-neadarne,0.0238,barre-radet-candide,0.008,FALSE,FALSE,FALSE,TRUE,FALSE
boissy-frivolite,boissy-critique-auteur-supersticieux,0.0115,panard-le-magasin-des-modernes,0.0244,fagan-momus-a-paris,0.008,FALSE,FALSE,TRUE,FALSE,FALSE
scudery-comedie-des-comediens,somaize-proces-precieuses,0.0085,robinet-panegyrique-ecole-des-femmes,0.0252,donneau-de-vise-zelinde,0.008,FALSE,FALSE,FALSE,FALSE,FALSE
pradel-moliere-avignon,jacquelin-philidor-pradon,0.0192,cahusac-l-algerien,0.0253,dufresny-dedit,0.008,FALSE,FALSE,FALSE,FALSE,FALSE
bernardt-homme-a-la-maison,scribe-tete-a-tete,0.023,audiffret-epreuve,0.0263,beaunoir-prince-ramoneur,0.008,FALSE,FALSE,FALSE,FALSE,FALSE
fagan-momus-a-paris,panard-le-magasin-des-modernes,0.0165,fagan-sylphe-suppose,0.0272,boissy-frivolite,0.008,FALSE,FALSE,FALSE,TRUE,FALSE
anseaume-chinois,fagan-sylphe-suppose,0.0189,piis-cassandre-astrologue,0.0285,barre-radet-candide,0.008,FALSE,FALSE,FALSE,FALSE,FALSE
durant-voyage-de-campagne,gueullette-arlequin-pluton,0.0173,durant-on-ne-connait-pas-le-vin,0.0289,saint-foix-colonie,0.008,FALSE,FALSE,FALSE,TRUE,FALSE
poisson-holande-malade,pvch-amsterdam-hydropique,0.0246,dufresny-mariage-fait-et-rompu,0.0452,dancourt-inconnu,0.008,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-petit-maitre-par-philosophie,carmontelle-l-homme-qui-craint-d-aimer,0.0108,carmontelle-l-homme-qui-craint-d-aimer,0.0137,carmontelle-le-bon-mari,0.0081,FALSE,TRUE,TRUE,TRUE,TRUE
onhet-aux-avants-postes,la-fontaine-ragotin,0.0124,duvaucuel-chapeau-bleu,0.0163,busnach-la-claque-la-claque,0.0081,FALSE,FALSE,FALSE,FALSE,FALSE
legouve-ma-fille-et-mon-bien,labiche-legouve-cigale-chez-les-fourmis,0.0135,labiche-legouve-cigale-chez-les-fourmis,0.0203,labiche-legouve-cigale-chez-les-fourmis,0.0081,TRUE,TRUE,FALSE,FALSE,FALSE
busnach-chateau-yquem,labiche-leroy-brulons-voltaire,0.0152,rochefort-dupeuty-livry-madame-gregoire,0.0217,rochefort-dupeuty-livry-madame-gregoire,0.0081,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-almenorade,dumaniant-francais-en-huronie,0.0153,gillet-campagnard,0.0252,voltaire-droit-du-seigneur,0.0081,FALSE,FALSE,FALSE,FALSE,FALSE
imbert-poinsinet-moliere,cubieres-palmezeaux-fete-seculaire-corneille,0.0172,la-harpe-muses-rivales,0.0285,cubieres-palmezeaux-fete-seculaire-corneille,0.0081,FALSE,FALSE,FALSE,FALSE,FALSE
carcassonne-le-docteur-sourabaya,donneau-de-vise-embarras-de-godard,0.0352,brueys-empiriques,0.0397,gueullette-parade-1,0.0081,FALSE,FALSE,FALSE,FALSE,FALSE
archambault-hurlubrelu,archambault-jocrisse-change,0.0143,archambault-janot-battus,0.0216,archambault-jocrisse-change,0.0082,FALSE,FALSE,TRUE,TRUE,TRUE
archambault-etrennes,voltaire-femme-qui-a-raison,0.0144,barre-radet-desfontaines-marige-de-scarron,0.0224,carriere-doisin-journee-de-titus,0.0082,FALSE,FALSE,FALSE,FALSE,FALSE
garniert-bienfait-recompense,lesage-turcaret,0.0087,marivaux-epreuve,0.0229,marivaux-prince-travesti,0.0082,FALSE,FALSE,FALSE,FALSE,FALSE
poisson-le-poete-basque,chevalier-amours-de-calotin,0.0122,chevalier-desolation-des-filous,0.0298,beaunoir-sculpteur,0.0082,FALSE,FALSE,FALSE,FALSE,FALSE
sacy-denys,gouges-exclavage-des-noirs,0.0179,mercier-destruction-de-la-ligue,0.03,gouges-moliere-ninon,0.0082,FALSE,FALSE,FALSE,FALSE,FALSE
harny-sybille,biancollelli-foire-galante,0.0208,dorneval-lesage-reine-de-barostan,0.0314,piis-cassandre-astrologue,0.0082,FALSE,FALSE,FALSE,FALSE,FALSE
